SGK-1 DAF-16
GST-23 ABU-7
GEI-16 ATN-1
DYB-1 PDI-3
NHR-49 NHR-71
T01B7.8 Y39B6A.1
VAB-3 MEL-28
R06B9.3 DRP-1
SCRM-8 BRP-1
HIM-10 PAL-1
LIT-1 TRA-4
GLY-5 PRX-19
GEI-4 ASP-1
ZYG-1 C28C12.2
RPN-11 RPN-8
PRI-1 PAB-1
TSG-101 W04B5.3
TAG-208 SAP-49
PMK-1 F54D5.7
UNC-101 MIG-5
GEI-16 Y51A2D.15
BAG-1 T03G11.6
GOA-1 PRX-14
EMB-27 EBI-311813
NEKL-2 NHR-31
Y18D10A.8 IFE-2
GEI-16 IFB-2
LIN-37 FBL-1
SDZ-38 T21B6.3
RPY-1 NHR-12
SCRM-1 LBP-6
PAS-6 F09E5.7
SCC-1 C30F2.3
CYP-31A3 C34F11.3
LIN-7 LIN-2
DYB-1 IFD-1
T12D8.6 Y57G11C.22
GEI-16 F54D5.15
LIN-53 LIN-37
PHA-4 RPS-1
C01F6.1 K10C8.3
EBI-331426 H02I12.5
APC-11 Y69H2.3
ASPM-1 CMD-1
ALP-1 ZTF-1
SKR-1 XBP-1
DEL-4 F58G6.7
RPY-1 D1054.5
RPY-1 T22D1.1
GEI-4 LST-3
GIP-1 ABU-1
HIM-10 ETR-1
CGT-2 HRS-1
PHA-4 LST-1
NPP-7 NMY-1
ABU-11 C04C3.3
SCRM-8 ZK1055.7
IFF-1 F27C8.2
TAG-331 APL-1
SPK-1 DAF-21
F13H10.1 Y71G12B.11
NHR-111 C35E7.8
D2045.9 SGT-1
IKB-1 R02F2.5
KLE-2 ZYG-8
LAP-1 F12F6.1
LIN-37 ATN-1
CRM-1 Y69H2.10
IMA-3 F20C5.6
Y40B10A.2 ALP-1
F09F3.5 F14B8.4
T04H1.2 W04A8.6
GEI-4 T19B4.5
ELC-1 ZYG-11
MAT-3 RPL-12
GCL-1 UNC-62
GEI-16 Y53H1A.1
CES-1 CRM-1
F08G2.5 R10E4.1
THOC-2 H02I12.5
C01B10.8 PABP-2
MEI-2 SAN-1
AAK-2 C54D10.3
F42H10.7 DSH-2
RPL-21 R06F6.8
BUB-3 Y57G11C.9
F13H6.3 EDC-3
PMK-1 T09B4.9
GEI-4 KLP-3
PSA-1 DNC-2
FRM-1 CDL-1
PQN-54 F54B11.7
VAB-3 GEI-18
PHA-4 TAG-260
LIN-15A T05E7.5
F46G11.1 ZK1055.7
K09B11.9 F56A11.5
GEI-4 PABP-2
EXO-3 F57F5.1
PQN-71 ABU-1
F32H2.6 F35G12.2
HDA-2 K08F11.2
MRT-2 F41G4.4
GEI-4 Y42G9A.1
PHA-4 ATN-1
GEI-16 ZFP-3
NHR-53 Y39B6A.1
LMN-1 MTR-4
C01B10.8 W06B11.1
LIN-2 EBI-311967
MIG-15 UAF-1
T07D10.2 W02D9.10
C53C7.3 EYA-1
PQN-54 F09F7.5
PQN-54 PQN-54
LIT-1 C06E7.4
NPP-2 VIT-1
MIG-5 BATH-41
F26B1.2 PRP-4
GCL-1 EBI-331467
K09B11.9 K10C2.4
PBS-3 C16C8.16
NEKL-2 RPL-10
TAG-303 CRT-1
GIP-1 ZK1010.3
F44B9.9 PAL-1
ABU-11 CYN-7
MEX-6 MEX-6
TWK-14 T21B6.3
PRP-21 TIR-1
MPK-1 CC8.1
PSR-1 PHP-3
SKP-1 NOTCH1
T01B7.8 Y69H2.3
PQN-11 SMA-1
VAB-3 C02B10.5
RPN-10 F23C8.5
PAS-4 F39H12.1
APC-2 GPD-2
M162.5 R05G6.7
TAG-331 MATH-41
MCM-3 C50B8.4
PQN-95 F29G6.3
STA-1 C06A6.2
EXC-7 R02F2.5
GEI-4 F01G12.6
ATHP-1 TAG-208
LEC-1 NHR-111
KLP-6 CTL-3
PBS-7 T10E10.4
MAT-3 GLY-8
PQN-54 ASNA-1
ATX-3 CDC-48.2
GST-33 FTN-2
RPY-1 NHR-114
MPK-1 CKU-80
ABU-10 FBL-1
F43G9.1 KLE-2
C23H3.3 F30H5.3
LIN-36 F33G12.5
F31C3.2 ZK849.2
LET-49 MDT-10
IMA-3 F54D10.7
GEI-16 R11G11.6
ZK1127.5 FBL-1
STA-1 T08G11.4
EYA-1 POP-1
F41G4.1 UNC-57
PIK-1 PAL-1
Y51H4A.8 MUA-1
RPN-11 NHR-70
C01B10.8 DPY-17
RNP-1 TAG-208
RPS-10 COL-149
RCN-1 T22F3.2
CYN-13 DNC-2
ZYG-8 Y24D9A.8
F59A2.4 COL-169
C01B10.8 LIPS-1
ATN-1 PDI-3
GLD-1 T08G5.5
RIC-8 RPS-18
Y17G7B.14 F08D12.3
HGRS-1 ZK1248.5
SAS-5 F38E11.5
TAG-331 GST-41
TAG-331 C08G9.2
ZK632.12 F42F12.3
D2013.6 WWP-1
TAM-1 VAB-3
CLEC-110 Y39E4A.3
APC-11 Y38C1AA.7
RAN-1 EBI-312653
KNL-3 KBP-1
NHR-49 SCD-1
MRT-2 Y67A10A.7
GEI-16 Y71H2AM.15
Y18D10A.8 F44A2.5
GEI-16 F28D1.2
C49H3.6 TAG-208
VIT-6 NPP-19
LIN-45 K02F2.2
Y54E10A.6 K02F2.2
DYB-1 IFC-2
KLP-6 PAL-1
Y55B1BR.3 C13F10.7
RPS-10 C47E8.3
GEI-16 Y22D7AL.10
GEI-4 IFA-4
T07C4.3 LEC-1
MIG-5 C06G3.6
GIP-1 FBXA-11
RPS-10 Y105E8B.7
NHR-6 RIC-8
DRP-1 DRP-1
CSN-1 CSN-3
HDA-1 F55A11.1
KLP-15 CPR-5
Y48G1C.1 F59A2.3
LRX-1 Y39B6A.1
GNA-1 PAL-1
C12D8.1 ZK643.5
NHR-91 R144.10
MEI-1 RPL-17
EBI-322193 Y62E10A.14
SPK-1 NURF-1
SAS-4 PLK-1
C56G2.7 RPN-2
RAN-1 CPG-2
CRM-1 F54B11.7
ACDH-1 UNC-15
CDC-14 RPS-13
LEC-1 IKKE-1
ALP-1 F53B3.3
ALP-1 AFD-1
F40F8.8 CAT-4
Y76A2B.5 PCCB-1
DLC-1 EBI-323135
NHR-111 EBI-322534
C01B10.8 F46A9.2
TPXL-1 RSA-1
F44C8.7 Y41E3.7
APC-11 FBL-1
UBXN-1 CDC-48.1
ZYG-8 H06I04.1
CRN-1 F55B11.1
C05C8.6 C05C8.6
F48F7.7 DMD-6
PQN-54 PQN-5
PMK-1 NHR-4
RPN-10 ARF-1.2
MIG-15 T28C6.7
LET-413 MEG-2
DLC-1 FBXA-88
GOA-1 RPL-6
GEI-4 C39D10.7
MAX MDL-1
PQN-54 F57G12.2
INFT-1 TAG-208
EBI-314130 PRX-5
GEI-4 D1005.3
R05G6.10 EHS-1
CRM-1 Y64G10A.7
T08G5.5 Y82E9BR.3
LRX-1 K08E7.5
CRM-1 K08E7.5
GEI-4 C50E3.13
SPD-2 PLK-1
TAG-208 DHS-5
NHR-32 C05C8.8
TAG-197 CHC-1
CED-4 CASP1
SKP-1 DSH-2
GEI-16 EOR-1
Y44F5A.1 ZK669.4
RAD-51 RFS-1
GST-5 F41G4.1
ALP-1 UNC-84
C56G2.7 T28H10.2
EXOC-7 F17A9.5
LIN-15A RPL-24.1
ALP-1 Y73B6BL.33
T04H1.2 NCL-1
KLP-3 NOS-1
DRH-1 HSP-60
F44E7.9 PAL-1
F27C1.6 C17E4.2
K12H4.3 C15A11.4
PPN-1 F48F7.7
DNC-2 T05A8.3
CDC-37 F01G4.6
DRH-1 SNR-3
PQN-95 COL-167
C55C3.1 ISP-1
NHR-49 TTR-27
Y39B6A.1 ACO-2
F08G2.5 H02I12.1
F08G2.5 K08E7.5
ALP-1 F08F8.9
SPD-5 CSN-5
ZK1098.4 SCA-1
T10C6.5 Y55F3AM.13
ALP-1 T27F2.2
IMB-2 PQN-59
APC-11 H10D18.5
MES-4 DAO-2
RPN-2 HSP-3
DRH-1 PAM-1
B0513.2 T05E7.5
ZYG-9 F58F12.1
DDL-1 C55A6.9
AAK-2 UNC-42
NHR-111 C36B1.8
MEL-26 F16B12.6
CDC-26 EMB-27
DRH-1 C25A1.4
Y65B4A.7 F46F11.7
GST-5 F01F1.12
TAG-331 K09C6.2
RAD-23 C17E4.2
NTL-2 NTL-2
GEI-4 F49H12.3
T04C9.1 VAB-3
IKB-1 F52C6.2
NHR-19 NHR-32
FIGL-1 GEI-18
UAF-1 ZFP-3
SCRM-5 F22H10.3
T04H1.2 C47E8.4
PHAT-1 F09F7.5
ASP-2 PLK-1
CTSL1 SRP-6
SCRM-1 F59A2.3
SPR-5 SPR-1
ALP-1 C27H2.2
VAB-3 C09G1.4
GEI-4 F58E6.5
RNH-1.3 RPL-7A
Y54G11A.7 Y75B8A.32
DAF-3 TAG-277
GEI-4 XBP-1
LIN-2 C05C8.1
UNC-101 R03C1.1
LIN-36 LIN-40
PBS-6 GSY-1
CRM-1 PQN-95
Y57A10A.24 K10D2.4
Y106G6H.15 F14B6.3
R02F11.1 F10E9.3
NHR-10 ZK930.3
ZK849.2 EBI-311877
PQN-54 ASP-5
Y17G9B.5 F01G4.6
W03D8.8 UNC-39
GEI-16 CPI-1
SBP-1 MED15
GEI-16 Y73B6BL.33
SAS-5 SAS-5
DAF-4 DAF-21
TAG-232 C05D2.10
ABU-10 PQN-95
NHR-10 ZEN-4
F46C5.9 Y48G10A.2
GST-11 PAL-1
DYB-1 TAG-153
C28H8.11 C28H8.11
T07C4.10 SPD-2
MRT-2 ACT-5
TAG-325 NHR-251
T04H1.2 Y42G9A.1
TTM-1 F13E6.5
RGA-1 KLC-2
K09B11.9 F52C6.2
DAF-4 ATP-2
BAG-1 UBXN-2
GLD-1 C06A8.3
PQN-11 T05F1.4
RSA-1 PAA-1
TAG-208 WSP-1
SEM-5 F54D5.5
TRP-2 T08G5.5
GST-5 F44E7.5
R07B7.2 R07B7.2
LET-413 T11B7.1
T25G12.5 VHA-6
SDPN-1 NLP-15
SEM-5 RME-4
GEI-16 EBI-327970
GEI-4 MATH-14
GEI-4 ZFP-3
RPN-6 SKR-1
C56C10.7 Y42H9AR.1
ARF-1.2 KEL-8
SCRM-1 PQN-71
PSR-1 TAC-1
AAK-2 Y65B4BR.5
PHA-4 Y62E10A.14
GLH-3 GLH-1
PQN-5 F43E2.5
PAS-5 H28O16.1
CSN-5 VALV-1
GST-5 C16C8.13
THOC-2 RPL-12
UAF-1 F29G9.7
SQV-4 SQV-4
GST-19 FBXB-75
NHR-91 RPA-0
K09B11.9 F33H2.3
GEI-4 K05F1.3
C01B10.8 C14B9.8
LBP-7 KEL-8
TAP-1 UFD-2
GEI-4 ZK418.7
NPP-1 VBH-1
MAG-1 RNP-4
TAG-303 COL-119
TAG-331 C32D5.12
F08G2.5 NUMR-1
MPK-1 SKP-1
F25H2.4 Y57G7A.10
F31E3.2 T11B7.1
R02F11.1 ASP-5
ALP-1 COL-19
MPK-1 K04G7.1
CDC-37 LST-3
BCH-1 B0414.8
Y59A8B.10 KNL-3
R09H10.3 R09H10.3
F38E11.5 ATN-1
RSA-2 LET-92
RPT-2 NHR-6
RPS-10 ABU-1
FIGL-1 TAG-208
LIN-37 BRP-1
CYC-1 PRP-21
UAF-1 ZK512.5
T04H1.2 ZK1067.3
GEI-4 CDC-25.1
ABU-11 Y69H2.3
RPT-6 NHR-6
C50E3.13 DNC-2
CYP-13B1 K10C8.1
ALP-1 MIG-5
GAD-1 F23B12.5
ATG-4.1 LGG-2
T04H1.2 ACL-4
APC-11 F35G2.2
LIN-53 HDA-1
MLC-4 T08G5.5
CRM-1 R05G6.7
PQN-5 M195.2
KNL-1 VIT-2
GEI-4 Y71H2AM.15
DRH-1 PHAT-2
DAF-3 ARF-1.2
THOC-2 PAL-1
GEI-16 C17E7.4
LEC-1 C56C10.9
SMA-3 PAL-1
Y69H2.3 RPS-15
GEI-16 C34D10.2
Y81G3A.3 PHP-3
DAF-21 DAF-21
F08G2.5 F54H12.6
K09B11.9 Y40H4A.2
MIG-15 DCT-1
MDF-2 AIR-1
KLP-15 HRP-2
TNC-2 VIT-5
TRP-2 CHC-1
TBG-1 GIP-2
DNC-2 TCT-1
CYP-13A2 FTT-2
LRX-1 CPG-1
RPY-1 C16B8.2
CSN-5 NPP-4
GEI-16 Y44E3A.6
BUB-3 BUB-1
GEI-18 R144.2
ICP-1 RPA-1
NPP-19 VPS-4
F46C5.9 KEL-8
GEI-16 GLD-3
GSK-3 CC8.1
RPL-28 RNF-1
F59F4.2 R02F2.5
EYA-1 D2096.8
MPK-1 F29G9.2
T04H1.2 F10E9.3
NPP-20 T08G5.5
KIN-2 Y69H2.7
C01B10.4 R11D1.3
PQN-54 KEL-8
WRT-4 DPY-17
Y52E8A.3 KEL-8
APC-11 SQV-4
F26B1.2 ASD-2
BMK-1 PDHK-2
T22F3.3 SMO-1
RPL-1 T08G5.5
T22D1.12 PHB-2
ZYG-8 R06F6.8
LEC-1 F09F7.5
ZK849.2 Y40C5A.1
DRH-1 ENOL-1
GEI-4 F55H12.6
PQN-54 C09G1.4
CDC-25.3 DPL-1
FBXA-196 SKR-1
GST-33 FTN-1
MRT-2 T12G3.1
Y54E10A.6 Y73C8C.4
SPR-2 B0336.7
MIG-5 ZTF-1
MAT-2 MEL-26
HDA-1 T22F3.2
SEK-1 GLN-3
HUS-1 CEH-26
F43G9.5 KEL-8
TAC-1 UNC-15
HDA-1 F32A11.1
PQN-95 PPN-1
KLC-2 RPL-7
ABL-1 MDT-15
EMB-30 ASD-2
GEI-4 BRP-1
EBI-1514941 ZYG-8
EBI-311967 RNH-1.0
ZK849.2 T08G11.4
FEM-3 FEM-1
SMA-3 DAF-3
C38D4.9 PAL-1
Y17G7B.14 PPN-1
RPS-9 T27F7.1
NPP-4 WEE-1.3
NHR-49 F54D10.7
IFE-3 MEL-47
FTN-1 RPL-19
C45G9.7 NFM-1
ALP-1 F44D12.1
SMA-3 C15C8.1
TAG-169 C25A1.4
APC-2 C39D10.7
IKB-1 SRX-90
MDT-10 MDT-21
VAB-3 SCRM-2
PQN-95 LON-1
GEI-4 IFB-1
DRH-1 F30H5.3
SBP-1 MDT-15
R151.2 R151.2
MIG-5 R08A2.3
BATH-9 HCP-3
C34B2.4 PAL-1
TIR-1 IMB-2
C23H3.3 PPN-1
TAC-1 HSP-6
GEI-4 OSM-6
K09B11.9 F49H12.5
C14B1.3 SKR-1
KLP-7 SMC-4
C53C7.1 COL-125
MEI-2 MEI-1
Y39B6A.34 PSR-1
Y43C5B.2 NHR-2
TPST-2 IFB-2
PAS-4 PAS-2
GEI-4 TAF-1
GEI-4 F46F5.9
CDD-1 CDD-1
DLI-1 Y113G7A.13
CUL-3 BATH-41
MAB-10 TAG-208
K09B11.9 HSP-1
EBI-314130 W05B5.1
PQN-54 EBI-314893
TRAP-4 RPS-3
GEI-16 F22E12.1
GEI-18 LIN-10
C14A4.11 FLP-9
GEI-4 F55C12.1
SEL-10 EBI-323135
T04H1.2 ZK1098.4
VAB-3 WWP-1
GST-5 LIP-1
ZYG-9 Y37E3.1
NDX-1 CDC-14
CKS-1 C39D10.7
LEC-3 F29G6.3
STA-1 Y77E11A.2
Y97E10AR.7 C06H2.6
F13H10.1 EEED8.6
GEI-4 Y39B6A.46
PPN-1 NHR-111
NHR-111 D1054.8
PRP-21 PSA-1
GAD-1 H02I12.5
MDT-11 MDT-22
B0238.12 Y39B6A.1
TAP-1 CCG-1
ZK512.5 VBH-1
MRT-2 ZK632.7
R07E5.3 LRS-1
C06E4.2 NDC-80
T12G3.1 F08G12.2
MIG-5 C17E7.4
GEI-16 NMY-1
PAT-6 UNC-112
PKC-2 F54A3.4
GST-18 DDL-2
K06H6.1 MPK-1
ALP-1 HRPF-1
DAF-3 EFT-2
LIN-37 TAG-208
MPK-1 F54D5.7
MIG-5 Y43H11AL.1
RPT-5 F57F5.1
C40A11.2 F21D5.6
F35G2.2 F35G2.2
ZK1248.5 SEC-23
PCN-1 PCN-1
APP-1 RNP-4
NHR-111 F49H12.3
TAC-1 GEI-16
PAR-3 PKC-3
SCRM-7 F37C4.5
LIT-1 LIR-1
GEI-16 MEG-2
NEP-2 MES-1
TEG-1 RPL-35
F10D11.2 F10D11.2
UBC-1 CRT-1
C24G6.3 PGK-1
DNJ-2 TBA-1
ZK1307.8 Y39B6A.1
VAB-3 R02F2.5
DAF-4 DAXX
CDC-14 ZK550.4
Y76A2B.5 CPR-5
LGG-1 M01E5.6
RSA-1 RSA-2
RPT-5 RPT-4
NHR-111 F39H12.1
TAP-1 NHR-6
ASPM-1 SPDL-1
VAB-3 LST-1
PHA-4 ATF-2
LIN-36 UNC-15
CHP-1 DIM-1
LIN-5 HSP-4
ZYG-11 PAL-1
PTL-1 T08G5.5
GEI-4 M04C9.4
MIG-15 PAL-1
T04H1.2 C39E9.11
MPK-1 F42H10.7
KIN-2 Y102A11A.3
C40A11.2 COL-10
SEC-24.2 CDC-37
F48F7.7 EBI-322859
Y65B4A.7 LST-1
PXN RNF-5
MEL-26 NTL-4
D1054.1 EBI-318567
MTSS-1 W08G11.3
EXC-7 C50D2.1
CASY-1 SGT-1
Y119C1A.1 NHR-111
PQN-54 C06E7.4
EIF-3.E IFG-1
FOLT-2 EBI-312653
MRT-2 W02D7.5
KLP-7 TAG-260
C05G5.1 Y39G10AR.8
F08G2.5 CSK-1
F01F1.12 F01F1.12
EYA-1 NPP-9
RPN-11 HRD-1
GST-23 ABU-8
R06C7.5 R06C7.5
MIG-5 Y66D12A.5
K09B11.9 H28G03.2
EYA-1 C35E7.2
EXC-7 RAD-26
EYA-1 PTB-1
CDL-1 FRM-1
RPT-4 PAS-7
NHR-69 F14B6.6
NSY-1 H28O16.1
B0507.3 TAG-208
F39G3.5 LEC-1
F59A2.3 RPS-8
C45G9.7 ZK1128.7
ABU-11 RPS-9
MIG-15 FMO-3
DNC-2 SNR-2
GEI-4 EBI-329465
R11F4.3 TAG-208
FEM-2 FEM-3
DYB-1 C44B9.2
DYB-1 TAG-199
KLP-15 K07E1.1
GEI-16 ZK686.3
R06B9.1 DNJ-27
PCN-1 C05C10.4
GLH-2 GLH-2
K09B11.9 COL-98
RIC-8 F23B12.5
IMB-2 Y73B6BL.33
AIR-1 B0545.4
K09B11.9 TAG-210
UEV-1 K08E3.5
GEI-4 F53F10.2
NHR-53 C46F11.2
ZYG-1 RPL-3
RPN-8 CCT-1
F31E3.2 SRX-41
EBI-326062 PAT-3
DYB-1 ZIP-3
R02F11.1 W03F8.10
DLC-1 CCO-2
K09B11.9 GRL-5
UBXN-1 C13G5.2
SLI-1 RPL-11.2
LIN-39 DHS-14
CUL-2 FEM-1
TAG-342 TBP-1
IMA-3 ZK1098.4
COGC-4 CHC-1
DLC-1 CHC-1
ALP-1 BRC-2
Y17G7B.14 T21B6.3
LIN-36 MIG-5
LIT-1 F28H1.1
GEI-4 SYD-9
FKH-2 PHP-3
DDL-1 F59B1.2
RPN-11 VIT-6
R02F11.1 T19A5.3
NLR-1 T08G5.5
ZYG-8 B0336.7
PQN-5 SODH-1
TAG-257 RPS-0
LIN-2 MEP-1
RAN-2 IMA-3
NHR-111 Y62E10A.14
IMA-3 Y69H2.3
Y65B4A.7 F35A5.4
F23H12.2 SGT-1
NHR-111 C36B1.11
GEI-4 C17E7.4
DYB-1 EFL-2
LEC-1 ZK180.4
Y63D3A.4 GST-39
SEM-5 ATN-1
UAF-1 DIM-1
GEI-4 UNC-15
ATN-1 F58E6.3
ZYG-8 T02C5.1
GST-42 GST-42
PGL-1 IFE-1
APC-11 F54D10.7
UEV-1 K12D12.5
C05C8.6 F52B11.1
AKT-2 SKN-1
PQN-71 LYS-8
F08G2.5 W03G1.5
TAG-331 CYP-14A2
MEK-1 SHC-1
C28H8.9 EBI-316369
LEV-11 ZK1127.5
C01B10.8 EBI-313521
MRT-2 DAD-1
MAT-3 COL-181
RAN-4 NPP-7
GEI-4 COL-149
MAT-3 FTT-2
Y106G6H.14 F59E12.9
F31D5.2 RME-6
MAT-1 FTT-2
ATN-1 C40A11.7
PBS-3 ATN-1
F59A2.4 PBS-6
C45G3.5 TBG-1
Y39B6A.1 C26B2.1
EYA-1 W08E12.8
F26B1.2 MEC-8
DRH-1 RPS-13
DNC-2 ART-1
AGEF-1 ELB-1
RPT-4 RPT-4
F08F3.9 F01G4.6
F21D5.1 LMN-1
T07C4.10 SAS-4
GEI-4 ATF-2
PQN-5 LYS-1
LMN-1 NPP-1
CYP-13A11 TSFM-1
NHR-42 F55H2.5
AKT-2 K08C7.1
ICP-1 RPL-15
BAG-1 Y43F8B.2
RPY-1 WVE-1
PQN-5 ATN-1
PHA-4 RPS-6
KLC-2 Y39G10AR.8
GST-5 XPA-1
MEK-1 COL-20
VHA-16 SQV-4
MRT-2 HPR-9
NPP-7 C17E4.2
CDC-37 C15A11.7
DLC-1 PGL-3
WDFY-2 F56A8.3
MRT-2 RPS-3
AAP-1 F23F1.7
RPB-7 MEI-1
MRT-2 PBS-3
GEI-16 T05F1.4
SNR-5 SNR-4
GAD-1 F52C6.3
DLC-1 RPS-14
DRH-1 ATP-2
GIP-1 DH11.2
TAG-235 LIN-53
T04H1.2 EBI-326906
TAF-9 EBI-319024
CDC-37 Y39B6A.12
Y75B8A.14 C34G6.3
NHR-61 NHR-4
F41G4.1 D1037.1
EXC-7 UNC-75
KRS-1 T09E8.1
RPS-15 F56B3.2
HRS-1 IMB-2
MEL-26 Y51H7C.3
GEI-17 CDK-9
ERI-1 DRH-3
ALP-1 MEL-11
ABU-11 B0336.5
MDF-2 ECH-6
RCN-1 TAG-182
ZK849.2 ZK849.2
IFF-1 CSN-5
FEM-3 MCM-7
RPT-5 F21D5.7
RSA-1 LET-92
GEI-4 DYF-3
RPS-21 RPS-0
JKK-1 EEED8.16
BATH-9 NHR-46
MIG-10 ABI-1
LEC-1 SGT-1
SNX-1 F17E9.5
Y18D10A.8 R02F2.5
MAT-3 TAG-61
SMA-4 RACK-1
NPP-2 IFA-4
DNC-2 TSG-101
GEI-16 F13A7.11
C01B10.8 C53C11.2
SPDL-1 SPDL-1
HRS-1 F32A11.3
T11B7.1 TAG-208
SLT-1 B0432.6
LEC-3 EBI-313521
EYA-1 C02B10.5
DDL-1 WVE-1
MPK-1 SPDL-1
UBXN-1 K08E3.4
GEI-4 MIG-5
M01E11.2 C34C6.7
IMB-2 C05D10.1
EIF-3.D EBI-311967
TOL-1 ACT-5
DYB-1 Y39G10AR.10
CRM-1 ELO-6
DYB-1 T27A3.1
UGT-57 RPL-11.2
GEI-4 F25B4.7
MPK-1 UNC-98
MPK-1 B0464.9
EBI-314130 F38B7.2
RPY-1 C39D10.7
GEI-16 FEH-1
ATN-1 Y73B6BL.33
M153.1 M153.1
ACT-2 EBI-312653
Y43B11AR.3 Y82E9BR.3
GEI-16 F59E12.9
C34F6.6 CPB-1
COGC-4 LMN-1
HLH-2 CYE-1
F48F7.7 T21B6.3
NHR-111 F13H8.6
C01G5.8 SMO-1
GST-36 Y42H9AR.1
DYB-1 BRP-1
ATN-1 GDI-1
MEK-1 KEL-8
GOA-1 F38H4.3
NTL-2 NHR-111
TAC-1 RPL-24.2
LST-1 DLG-1
SNX-1 DRR-1
GEI-4 LFI-1
MAT-3 M60.2
SLI-1 ATG-7
DYB-1 F33D4.6
F40F8.8 MATH-14
F42H10.7 ZK1098.4
W03D8.8 D1046.1
SYP-3 GRL-24
SCRM-1 SCRM-6
HUS-1 PDI-2
F31E8.4 ZK945.7
EYA-1 RLE-1
SCRM-1 T21B6.3
C05D11.10 F49H12.3
PAS-4 F36G3.1
SLI-1 RBD-1
MLH-1 RPL-23
SUP-12 MEC-8
EYA-1 KIN-10
ALH-8 MATH-34
ZK849.2 F10G8.8
IFE-3 T08G5.5
ACT-2 ACT-4
T04H1.2 D2045.8
DAB-1 IMB-2
F41G3.10 Y39B6A.1
CUL2 FEM-1
RNR-1 UNC-15
CASY-1 C17F4.7
F42F12.3 W05H9.4
GEI-4 RPL-4
C45G9.7 F59E12.11
TOR-2 PAL-1
M57.1 ABI-1
ZK856.11 FTN-2
C01F6.1 ZK1055.7
F42A6.6 F42A6.6
ALP-1 COL-73
MPK-1 CSN-5
DRH-1 ZK632.7
ADD-1 C35C5.3
EBI-322193 R02F2.5
KIN-2 T04F3.1
TAG-197 B0414.8
EBI-1179655 KBP-1
C27A2.5 RAM-2
Y65B4A.7 CRM-1
NHR-45 NHR-142
Y65B4A.7 T21B6.3
CUL-3 BATH-15
NHR-111 RPL-18
GEI-4 TAC-1
RSA-2 EBI-325250
GEI-4 SKN-1
ALP-1 MEX-6
EYA-1 ATF-2
T04H1.2 PQN-46
SKPT-1 PUF-8
IKB-1 ZK1055.7
C01B10.8 WRT-5
Y53F4B.22 PFD-2
TAG-231 RPL-6
NPP-7 SPDL-1
RPN-10 GRL-7
MEL-26 KLP-8
MES-4 RPL-20
DRH-1 Y65B4BR.5
ZYG-12 ZYG-12
PQN-32 PQN-5
FEM-3 EBI-367214
MDF-2 TAG-264
MIG-32 EBI-680058
C53D6.6 PAR-5
F33H2.6 CYB-3
GEI-4 GSY-1
RAD-54 C34E7.4
RNP-7 RSP-6
NHR-108 DRP-1
HPL-1 LIM-7
KLP-15 F26G1.1
TIR-1 TIR-1
APC-11 RPL-25.2
F59A3.3 ZK899.5
DAF-4 F30H5.3
C32H11.5 SGT-1
TAG-208 C17E4.10
TRP-2 Y59A8B.22
RAD-51 RAD-51
EYA-1 DMD-6
ALP-1 C16C8.12
RPN-10 GPDH-2
NHR-111 Y11D7A.1
TAG-331 TOP-2
SKR-2 F02D10.6
PQN-51 F31C3.5
C40A11.2 F01F1.12
R07G3.8 Y48G10A.3
ZK849.2 NHR-111
UFD-1 NPL-4.2
ABU-10 Y39B6A.1
NHR-111 Y48E1A.1
NHR-111 F47B10.1
PQN-5 W02B12.1
SMA-3 ARF-6
VAB-3 LET-92
T07D4.2 DYF-3
GPR-1 C18E3.2
LST-1 F38E11.5
F08F8.2 ZYG-8
LIN-45 K07A12.2
PQN-54 RPL-1
DLC-1 R10D12.14
VER-3 T04B8.3
LIN-2 C44F1.2
NHR-32 Y77E11A.2
PAS-2 Y42H9AR.1
LEC-1 Y39G10AL.1
CES-1 F33G12.5
LET-92 T08G5.5
F48F7.7 Y53F4B.11
GEI-4 WWP-1
PIK-1 C15B12.6
GEI-16 GSY-1
UBXN-1 PRX-5
SEM-5 EVA-1
F13E6.1 PAL-1
ZC434.8 RPS-3
TAG-325 PRK-1
RPL-21 R06F6.12
ICP-1 LEC-2
EYA-1 IMB-2
GEI-4 PCCB-1
DNJ-10 F38E11.5
C17F4.8 CUL-3
C56G2.7 MDT-15
VAB-3 TAG-303
GST-23 RPS-8
DLC-1 DYCI-1
ALP-1 ANI-3
LAP-1 ZK632.10
R06B9.3 H02I12.5
GEI-4 LIR-2
TAG-331 TWK-39
R166.2 T07C4.1
CHC-1 NPP-1
GST-30 H05C05.2
RGA-3 ZEN-4
TAG-325 ZK938.1
LEC-1 Y47H9C.7
T10B11.7 CDK-9
PQN-60 RPL-4
LIN-15A IFA-1
SEL-10 CC8.1
TAG-208 TAG-343
GEI-4 ZK1240.2
C56G2.7 URI-1
R02F11.1 SGT-1
F57F4.4 RPS-15
GEI-4 T04F8.6
GEI-16 R148.3
SMA-4 UNC-44
PCH-2 EBI-319256
SNR-6 ZK1098.2
C01B10.8 W07G1.5
TAB-1 C33C12.3
VPR-1 F26E4.2
AIR-1 KEL-8
HPR-17 DAF-21
UNC-89 EBI-313595
UNC-37 EIF-3.C
F42H10.7 RACK-1
T04H1.2 C27A12.2
PQN-54 ABU-8
CEH-40 COL-20
PAS-7 Y42H9AR.1
Y18D10A.8 F46G10.1
RPY-1 F59C6.5
ZK849.2 T22D1.1
NHR-49 NHR-66
